NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
1824,부산광역시 부산진구 부암동,735,735,0,부산서면동문굿모닝힐,84.9222,202310,15,"42,500",105,9,-,-,2011,신천대로220번길 65,-,중개거래,부산 부산진구,23.11.22
1825,부산광역시 부산진구 부암동,735,735,0,부산서면동문굿모닝힐,115.7319,202305,5,"53,500",105,18,-,-,2011,신천대로220번길 65,-,중개거래,부산 부산진구,23.10.04
1826,부산광역시 부산진구 부암동,735,735,0,부산서면동문굿모닝힐,84.9222,202403,8,"42,000",-,20,개인,개인,2011,신천대로220번길 65,-,중개거래,부산 부산진구,-
1827,부산광역시 부산진구 부암동,735,735,0,부산서면동문굿모닝힐,84.9222,202308,28,"44,700",105,27,-,-,2011,신천대로220번길 65,-,중개거래,부산 부산진구,23.10.04
1828,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,84.9955,202307,15,"42,800",101,21,-,-,2014,동평로150번길 14,-,중개거래,부산 부산진구,23.09.14
1829,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,68.6108,202403,28,"34,800",-,21,개인,개인,2014,동평로150번길 14,-,중개거래,부산 부산진구,-
1830,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,84.9955,202308,31,"42,000",101,10,-,-,2014,동평로150번길 14,-,중개거래,부산 부산진구,23.10.06
1831,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,84.9955,202312,21,"41,900",101,9,-,-,2014,동평로150번길 14,-,중개거래,부산 부산진구,24.01.17
1832,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,84.9955,202307,28,"41,000",101,25,-,-,2014,동평로150번길 14,-,중개거래,부산 부산진구,23.12.29
1833,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,67.8038,202310,20,"34,500",101,9,-,-,2014,동평로150번길 14,-,중개거래,부산 부산진구,24.01.30
1834,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,67.9532,202401,11,"31,450",-,25,개인,개인,2014,동평로150번길 14,-,중개거래,부산 부산진구,-
1835,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,79.4274,202305,5,"36,500",102,12,-,-,2014,동평로150번길 14,-,중개거래,부산 부산진구,23.09.14
1836,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,67.9532,202312,7,"33,750",-,19,-,-,2014,동평로150번길 14,-,중개거래,부산 부산진구,-
1837,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,79.4274,202308,14,"33,000",102,13,-,-,2014,동평로150번길 14,-,직거래,-,23.09.05
1838,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,84.9955,202402,6,"40,000",103,24,개인,개인,2014,동평로150번길 14,-,중개거래,부산 부산진구,24.03.21
1839,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,79.7099,202309,14,"37,900",103,10,-,-,2014,동평로150번길 14,-,중개거래,부산 부산진구,23.11.13
1840,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,84.9955,202308,16,"38,800",103,11,-,-,2014,동평로150번길 14,-,중개거래,부산 부산진구,23.10.04
1841,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,79.7099,202402,27,"37,300",103,7,개인,개인,2014,동평로150번길 14,-,중개거래,부산 부산진구,24.03.19
1842,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,84.9955,202308,5,"37,000",103,5,-,-,2014,동평로150번길 14,-,직거래,-,23.08.31
1843,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,84.9955,202306,24,"39,000",103,6,-,-,2014,동평로150번길 14,-,중개거래,부산 부산진구,23.11.30
1844,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,79.7099,202311,4,"41,000",103,25,-,-,2014,동평로150번길 14,-,중개거래,부산 부산진구,23.12.28
1845,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,84.9955,202312,20,"39,500",103,23,-,-,2014,동평로150번길 14,-,중개거래,부산 부산진구,24.02.08
1846,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,110.3425,202401,24,"47,000",-,2,개인,개인,2014,동평로150번길 14,-,중개거래,부산 부산진구,-
1847,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,67.8038,202403,2,"33,000",-,7,개인,개인,2014,동평로150번길 14,-,중개거래,부산 부산진구,-
1848,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,84.9955,202305,5,"38,500",105,14,-,-,2014,동평로150번길 14,-,중개거래,부산 부산진구,23.07.28
1849,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,67.8038,202312,26,"32,700",105,11,-,-,2014,동평로150번길 14,-,중개거래,부산 부산진구,24.01.29
1850,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,67.8038,202401,3,"33,000",105,5,개인,개인,2014,동평로150번길 14,-,중개거래,부산 부산진구,24.02.06
1851,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,84.9955,202403,1,"38,500",-,4,개인,개인,2014,동평로150번길 14,-,중개거래,부산 부산진구,-
1852,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,84.9955,202307,7,"40,500",106,13,-,-,2014,동평로150번길 14,-,중개거래,부산 부산진구,23.10.06
1853,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,84.9955,202310,22,"43,250",106,19,-,-,2014,동평로150번길 14,-,중개거래,부산 부산진구,23.12.05
1854,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,84.9955,202306,24,"38,000",107,20,-,-,2014,동평로150번길 14,-,중개거래,부산 부산진구,23.10.20
1855,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,84.9955,202311,30,"37,500",107,23,-,-,2014,동평로150번길 14,-,중개거래,부산 부산진구,24.02.29
1856,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,84.9955,202308,8,"42,500",108,15,-,-,2014,동평로150번길 14,-,중개거래,부산 부산진구,23.11.10
1857,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,84.9955,202402,14,"40,000",-,8,개인,개인,2014,동평로150번길 14,-,중개거래,부산 부산진구,-
1858,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,84.9941,202312,6,"42,800",108,17,-,-,2014,동평로150번길 14,-,중개거래,부산 부산진구,24.01.31
1859,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,84.9955,202304,21,"40,000",108,16,-,-,2014,동평로150번길 14,-,중개거래,부산 부산진구,23.05.04
1860,부산광역시 부산진구 부암동,739,739,0,서면동일파크스위트2차,69.3315,202311,4,"38,400",202동,3,-,-,2017,동평로 128,-,중개거래,부산 부산진구,24.01.08
1861,부산광역시 부산진구 부암동,739,739,0,서면동일파크스위트2차,51.5082,202402,7,"27,000",202동,5,개인,개인,2017,동평로 128,-,중개거래,부산 부산진구,24.02.22
1862,부산광역시 부산진구 부암동,739,739,0,서면동일파크스위트2차,69.3315,202306,20,"35,000",202동,9,-,-,2017,동평로 128,-,직거래,-,23.07.13
1863,부산광역시 부산진구 부암동,739,739,0,서면동일파크스위트2차,59.8508,202309,14,"35,000",203동,4,-,-,2017,동평로 128,-,직거래,-,23.10.23
1864,부산광역시 부산진구 부암동,739,739,0,서면동일파크스위트2차,59.8508,202310,21,"33,150",203동,11,-,-,2017,동평로 128,-,중개거래,부산 부산진구,24.02.16
1865,부산광역시 부산진구 부암동,739,739,0,서면동일파크스위트2차,56.8669,202312,30,"30,000",-,4,-,-,2017,동평로 128,-,중개거래,부산 부산진구,-
1866,부산광역시 부산진구 부암동,739,739,0,서면동일파크스위트2차,56.8669,202311,8,"28,500",204동,5,-,-,2017,동평로 128,-,중개거래,부산 부산진구,24.01.11
1867,부산광역시 부산진구 부암동,739,739,0,서면동일파크스위트2차,59.8508,202312,22,"32,500",204동,12,-,-,2017,동평로 128,-,중개거래,부산 부산진구,24.03.08
1868,부산광역시 부산진구 부암동,739,739,0,서면동일파크스위트2차,69.3315,202307,1,"38,800",204동,16,-,-,2017,동평로 128,-,중개거래,부산 부산진구,23.08.24
1869,부산광역시 부산진구 부암동,739,739,0,서면동일파크스위트2차,69.3315,202308,29,"38,300",205동,6,-,-,2017,동평로 128,-,중개거래,부산 부산진구,23.10.05
1870,부산광역시 부산진구 부암동,739,739,0,서면동일파크스위트2차,69.3315,202401,31,"35,800",205동,8,개인,개인,2017,동평로 128,-,중개거래,부산 부산진구,24.02.28
1871,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,110.8288,202402,13,"70,000",-,17,개인,개인,2017,동평로 162,-,중개거래,부산 부산진구,-
1872,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,84.9789,202310,16,"48,200",302동,6,-,-,2017,동평로 162,-,중개거래,부산 부산진구,23.12.29
1873,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,84.9789,202402,4,"44,000",-,11,개인,개인,2017,동평로 162,-,중개거래,부산 부산진구,-
1874,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,84.9789,202402,2,"50,200",-,22,개인,개인,2017,동평로 162,-,중개거래,부산 부산진구,-
1875,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,84.9789,202404,3,"49,000",-,25,개인,개인,2017,동평로 162,-,중개거래,부산 부산진구,-
1876,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,79.9368,202311,4,"44,700",304동,8,-,-,2017,동평로 162,-,중개거래,부산 부산진구,23.11.06
1877,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,79.9368,202309,25,"44,700",304동,26,-,-,2017,동평로 162,-,중개거래,부산 부산진구,23.11.23
1878,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,67.882,202402,26,"38,500",-,7,개인,개인,2017,동평로 162,20240409,중개거래,부산 부산진구,-
1879,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,67.882,202402,26,"38,500",-,7,개인,개인,2017,동평로 162,-,중개거래,부산 부산진구,-
1880,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,67.882,202306,15,"38,500",305동,9,-,-,2017,동평로 162,-,중개거래,부산 부산진구,23.08.16
1881,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,67.882,202309,16,"38,500",305동,16,-,-,2017,동평로 162,-,중개거래,부산 부산진구,23.10.31
1882,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,67.882,202305,19,"39,500",305동,18,-,-,2017,동평로 162,-,중개거래,부산 부산진구,23.07.27
1883,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,67.882,202312,17,"40,000",305동,22,-,-,2017,동평로 162,-,중개거래,부산 부산진구,24.02.28
1884,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,79.9368,202305,28,"45,000",306동,26,-,-,2017,동평로 162,-,중개거래,부산 부산진구,23.08.14
1885,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,67.882,202312,16,"35,000",307동,3,-,-,2017,동평로 162,-,중개거래,부산 부산진구,24.01.22
1886,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,67.882,202310,15,"38,200",307동,7,-,-,2017,동평로 162,-,중개거래,부산 부산진구,23.12.18
1887,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,67.882,202401,7,"37,800",307동,9,개인,개인,2017,동평로 162,-,중개거래,부산 부산진구,24.02.22
1888,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,79.9368,202309,24,"45,500",307동,19,-,-,2017,동평로 162,-,중개거래,부산 부산진구,23.12.15
1889,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,67.882,202308,12,"38,500",307동,21,-,-,2017,동평로 162,-,중개거래,부산 부산진구,23.08.29
1890,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,79.7853,202309,6,"47,000",307동,21,-,-,2017,동평로 162,-,중개거래,부산 부산진구,23.10.26
1891,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,67.882,202312,20,"37,480",307동,28,-,-,2017,동평로 162,-,중개거래,부산 부산진구,23.12.28
1892,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,39.8636,202403,19,"21,000",-,1,개인,개인,2017,동평로 162,-,중개거래,부산 부산진구,-
1893,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,67.882,202402,20,"36,000",-,3,개인,개인,2017,동평로 162,-,중개거래,부산 부산진구,-
1894,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,39.8636,202306,20,"22,500",308동,8,-,-,2017,동평로 162,-,중개거래,부산 부산진구,23.08.28
1895,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,39.8636,202305,13,"22,500",308동,9,-,-,2017,동평로 162,-,중개거래,부산 부산진구,23.06.09
1896,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,67.882,202402,22,"38,200",-,11,개인,개인,2017,동평로 162,-,중개거래,부산 부산진구,-
1897,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,39.8636,202308,25,"22,000",308동,13,-,-,2017,동평로 162,-,중개거래,부산 부산진구,23.10.20
1898,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,67.882,202308,14,"37,200",308동,14,-,-,2017,동평로 162,-,중개거래,부산 부산진구,23.09.05
1899,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,84.9789,202308,26,"43,500",309동,1,-,-,2017,동평로 162,-,중개거래,부산 부산진구,23.09.15
1900,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,84.9789,202307,25,"47,000",309동,12,-,-,2017,동평로 162,-,중개거래,부산 부산진구,23.11.21
1901,부산광역시 부산진구 부암동,751,751,0,협성휴포레시티즌파크,76.9833,202306,25,"44,000",101동,8,-,-,2020,동평로 173,-,중개거래,부산 부산진구,23.08.31
1902,부산광역시 부산진구 부암동,751,751,0,협성휴포레시티즌파크,106.9934,202309,1,"68,000",101동,23,-,-,2020,동평로 173,-,직거래,-,23.09.11
1903,부산광역시 부산진구 부암동,751,751,0,협성휴포레시티즌파크,106.9934,202309,20,"63,000",101동,29,-,-,2020,동평로 173,-,직거래,-,23.09.20
1904,부산광역시 부산진구 부암동,751,751,0,협성휴포레시티즌파크,84.9969,202403,4,"43,000",-,2,개인,개인,2020,동평로 173,-,중개거래,부산 부산진구,-
1905,부산광역시 부산진구 부암동,751,751,0,협성휴포레시티즌파크,84.9969,202402,22,"42,500",-,3,개인,개인,2020,동평로 173,-,중개거래,부산 부산진구,-
1906,부산광역시 부산진구 부암동,751,751,0,협성휴포레시티즌파크,84.9712,202310,6,"43,000",102동,10,-,-,2020,동평로 173,-,중개거래,부산 남구 부산 부산진구,24.01.30
1907,부산광역시 부산진구 부암동,751,751,0,협성휴포레시티즌파크,84.9969,202402,13,"41,900",103동,4,개인,개인,2020,동평로 173,-,중개거래,부산 부산진구,24.02.19
1908,부산광역시 부산진구 부암동,751,751,0,협성휴포레시티즌파크,84.9969,202401,27,"41,000",-,3,개인,개인,2020,동평로 173,-,중개거래,부산 부산진구,-
1909,부산광역시 부산진구 부암동,751,751,0,협성휴포레시티즌파크,84.9712,202401,20,"42,500",104동,7,개인,개인,2020,동평로 173,-,중개거래,부산 부산진구,24.02.15
1910,부산광역시 부산진구 부암동,751,751,0,협성휴포레시티즌파크,76.9833,202307,27,"42,900",104동,8,-,-,2020,동평로 173,-,중개거래,부산 부산진구,23.10.05
1911,부산광역시 부산진구 부암동,751,751,0,협성휴포레시티즌파크,84.9712,202305,13,"45,000",104동,11,-,-,2020,동평로 173,-,중개거래,부산 부산진구,23.08.31
1912,부산광역시 부산진구 부암동,751,751,0,협성휴포레시티즌파크,84.9712,202401,23,"43,000",-,20,개인,개인,2020,동평로 173,-,중개거래,부산 부산진구,-
1913,부산광역시 부산진구 부암동,751,751,0,협성휴포레시티즌파크,84.9712,202308,19,"47,500",104동,21,-,-,2020,동평로 173,-,중개거래,부산 부산진구,23.10.13
1914,부산광역시 부산진구 부암동,755,755,0,시민공원삼정그린코아더베스트,84.6259,202401,11,"46,000",101동,4,개인,개인,2022,동평로 176,-,중개거래,부산 부산진구 부산 사상구,24.01.29
1915,부산광역시 부산진구 부암동,755,755,0,시민공원삼정그린코아더베스트,72.0179,202307,15,"44,000",102동,6,-,-,2022,동평로 176,-,중개거래,부산 동래구 부산 부산진구,23.08.22
1916,부산광역시 부산진구 부암동,755,755,0,시민공원삼정그린코아더베스트,84.6259,202307,6,"46,500",103동,29,-,-,2022,동평로 176,-,중개거래,부산 부산진구,23.09.14
1917,부산광역시 부산진구 부암동,755,755,0,시민공원삼정그린코아더베스트,84.6259,202306,9,"46,000",103동,29,-,-,2022,동평로 176,-,중개거래,부산 부산진구,23.06.13
1918,부산광역시 부산진구 당감동,Apr-69,69,4,서면시즈빌,29.6933,202401,10,"7,450",-,14,개인,개인,2002,가야대로703번길 30,-,중개거래,부산 부산진구,24.01.10
1919,부산광역시 부산진구 당감동,May-70,70,5,세원수아파트,55.83,202304,21,"23,000",-,5,-,-,2016,가야대로703번길 26,-,직거래,-,23.05.03
1920,부산광역시 부산진구 당감동,May-70,70,5,세원수아파트,55.83,202307,1,"21,000",-,6,-,-,2016,가야대로703번길 26,-,중개거래,부산 부산진구,23.11.29
1921,부산광역시 부산진구 당감동,May-70,70,5,세원수아파트,55.83,202403,29,"21,800",-,11,개인,개인,2016,가야대로703번길 26,-,중개거래,부산 부산진구,-
1922,부산광역시 부산진구 당감동,May-70,70,5,세원수아파트,77.6,202305,3,"28,000",-,13,-,-,2016,가야대로703번길 26,-,중개거래,부산 부산진구,23.09.13
1923,부산광역시 부산진구 당감동,Sep-95,95,9,홍림로즈빌,48.37,202311,9,"14,900",-,7,-,-,2011,가야대로691번길 10-7,-,중개거래,부산 부산진구,23.12.08
1924,부산광역시 부산진구 당감동,Oct-95,95,10,홍림세르빌,39.6,202304,27,"13,200",-,9,-,-,2013,가야대로691번길 10-11,-,중개거래,부산 부산진구,23.06.08
1925,부산광역시 부산진구 당감동,Jan-99,99,1,서면봄여름가을겨울,74.65,202305,18,"29,500",101동,9,-,-,2015,가야대로691번길 19,-,중개거래,부산 부산진구,23.06.30
1926,부산광역시 부산진구 당감동,Jan-99,99,1,서면봄여름가을겨울,63.27,202403,13,"28,900",-,10,개인,개인,2015,가야대로691번길 19,-,중개거래,부산 부산진구,-
1927,부산광역시 부산진구 당감동,Jan-99,99,1,서면봄여름가을겨울,84.94,202305,24,"39,500",101동,19,-,-,2015,가야대로691번길 19,-,중개거래,부산 부산진구,23.06.09
1928,부산광역시 부산진구 당감동,Jan-99,99,1,서면봄여름가을겨울,63.27,202306,2,"28,700",101동,20,-,-,2015,가야대로691번길 19,-,중개거래,부산 부산진구,23.11.20
1929,부산광역시 부산진구 당감동,Jan-99,99,1,서면봄여름가을겨울,63.27,202304,14,"26,500",101동,20,-,-,2015,가야대로691번길 19,-,중개거래,부산 부산진구,23.05.31
1930,부산광역시 부산진구 당감동,Jan-99,99,1,서면봄여름가을겨울,49.34,202308,15,"21,900",102동,4,-,-,2015,가야대로691번길 19,-,중개거래,부산 부산진구,23.09.15
1931,부산광역시 부산진구 당감동,Jan-99,99,1,서면봄여름가을겨울,49.34,202309,11,"21,450",102동,6,-,-,2015,가야대로691번길 19,-,중개거래,부산 부산진구,23.12.01
1932,부산광역시 부산진구 당감동,Jan-99,99,1,서면봄여름가을겨울,49.34,202306,8,"22,600",102동,8,-,-,2015,가야대로691번길 19,-,중개거래,부산 부산진구,23.07.05
1933,부산광역시 부산진구 당감동,Jan-99,99,1,서면봄여름가을겨울,49.34,202309,4,"23,000",102동,10,-,-,2015,가야대로691번길 19,-,중개거래,부산 부산진구,23.10.05
1934,부산광역시 부산진구 당감동,Jan-99,99,1,서면봄여름가을겨울,49.34,202312,29,"22,000",102동,12,-,-,2015,가야대로691번길 19,-,중개거래,부산 부산진구,24.01.22
1935,부산광역시 부산진구 당감동,Jan-99,99,1,서면봄여름가을겨울,49.34,202312,16,"23,700",102동,18,-,-,2015,가야대로691번길 19,-,중개거래,부산 부산진구,24.01.29
1936,부산광역시 부산진구 당감동,Jan-99,99,1,서면봄여름가을겨울,49.34,202403,22,"21,800",-,18,개인,개인,2015,가야대로691번길 19,-,중개거래,부산 부산진구,-
1937,부산광역시 부산진구 당감동,Jan-99,99,1,서면봄여름가을겨울,63.27,202311,13,"28,900",103동,7,-,-,2015,가야대로691번길 19,-,중개거래,부산 부산진구,23.12.08
1938,부산광역시 부산진구 당감동,Jan-99,99,1,서면봄여름가을겨울,63.27,202310,13,"27,900",103동,14,-,-,2015,가야대로691번길 19,-,중개거래,부산 부산진구 부산 북구,23.12.01
1939,부산광역시 부산진구 당감동,Jan-99,99,1,서면봄여름가을겨울,63.27,202312,5,"27,600",103동,15,-,-,2015,가야대로691번길 19,-,중개거래,부산 부산진구,24.01.31
1940,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,111.41,202311,29,"44,800",-,10,-,-,1996,가야대로 635-20,-,중개거래,부산 부산진구,-
1941,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,84.94,202402,3,"36,500",-,17,개인,개인,1996,가야대로 635-20,-,중개거래,부산 부산진구,-
1942,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,84.94,202307,15,"37,000",102,23,-,-,1996,가야대로 635-20,-,중개거래,부산 부산진구,23.09.07
1943,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,84.94,202312,20,"30,500",102,6,-,-,1996,가야대로 635-20,-,중개거래,부산 부산진구,23.12.22
1944,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,84.94,202306,19,"36,000",102,9,-,-,1996,가야대로 635-20,-,중개거래,부산 부산진구,23.08.30
1945,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,84.77,202403,1,"29,300",-,1,개인,개인,1996,가야대로 635-20,-,중개거래,부산 부산진구,-
1946,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,84.77,202307,31,"31,600",103,11,-,-,1996,가야대로 635-20,-,중개거래,부산 부산진구,23.09.14
1947,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,84.77,202401,26,"34,800",103,23,개인,개인,1996,가야대로 635-20,-,중개거래,부산 부산진구,24.02.07
1948,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,84.77,202403,15,"28,000",-,3,개인,개인,1996,가야대로 635-20,-,중개거래,부산 부산진구,-
1949,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,84.77,202308,10,"30,900",103,9,-,-,1996,가야대로 635-20,-,중개거래,부산 부산진구,23.10.05
1950,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,84.77,202403,25,"32,500",-,11,개인,개인,1996,가야대로 635-20,-,중개거래,부산 부산진구,-
1951,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,84.77,202310,14,"36,000",104,15,-,-,1996,가야대로 635-20,-,중개거래,부산 부산진구,24.03.06
1952,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,84.77,202308,11,"32,800",104,21,-,-,1996,가야대로 635-20,-,중개거래,부산 부산진구,23.10.25
1953,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,84.77,202401,29,"36,000",-,21,개인,개인,1996,가야대로 635-20,-,중개거래,부산 부산진구,-
1954,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,84.77,202309,15,"33,500",104,8,-,-,1996,가야대로 635-20,-,중개거래,부산 부산진구,23.10.06
1955,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,59.72,202312,22,"22,300",105,1,-,-,1996,가야대로 635-20,-,중개거래,부산 부산진구,24.03.08
1956,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,59.72,202306,25,"22,000",105,1,-,-,1996,가야대로 635-20,-,중개거래,부산 부산진구,23.09.20
1957,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,59.72,202306,30,"24,400",105,16,-,-,1996,가야대로 635-20,-,중개거래,서울 서초구,23.07.07
1958,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,59.72,202305,17,"28,000",105,20,-,-,1996,가야대로 635-20,-,중개거래,부산 부산진구,23.07.21
1959,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,59.72,202306,14,"24,200",105,2,-,-,1996,가야대로 635-20,-,중개거래,부산 부산진구,23.08.18
1960,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,59.72,202307,3,"28,500",-,22,-,-,1996,가야대로 635-20,-,중개거래,부산 부산진구,-
1961,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,59.72,202401,3,"27,000",105,22,개인,개인,1996,가야대로 635-20,-,중개거래,부산 부산진구,24.03.08
1962,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,59.72,202309,1,"27,400",105,24,-,-,1996,가야대로 635-20,-,중개거래,부산 부산진구,23.12.29
1963,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,59.72,202306,10,"29,000",105,24,-,-,1996,가야대로 635-20,-,중개거래,부산 부산진구,23.07.12
1964,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,59.72,202306,28,"26,500",105,24,-,-,1996,가야대로 635-20,-,중개거래,부산 부산진구,23.09.20
1965,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,59.72,202306,12,"26,000",105,5,-,-,1996,가야대로 635-20,-,중개거래,부산 부산진구,23.08.31
1966,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,59.72,202304,19,"24,900",-,9,-,-,1996,가야대로 635-20,20230719,중개거래,부산 부산진구,-
1967,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,59.72,202307,14,"24,900",-,9,-,-,1996,가야대로 635-20,20230906,중개거래,부산 부산진구,-
1968,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,59.72,202309,5,"24,900",105,9,-,-,1996,가야대로 635-20,-,중개거래,부산 부산진구,23.09.20
1969,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,59.72,202306,5,"26,500",106,18,-,-,1996,가야대로 635-20,-,중개거래,부산 부산진구,23.06.27
1970,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,59.72,202401,24,"25,700",106,19,개인,개인,1996,가야대로 635-20,-,중개거래,부산 부산진구,24.03.18
1971,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,59.72,202306,18,"25,000",106,4,-,-,1996,가야대로 635-20,-,중개거래,부산 동래구 부산 부산진구,23.07.28
1972,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,59.72,202401,6,"24,500",106,6,개인,개인,1996,가야대로 635-20,-,중개거래,부산 부산진구,24.02.19
1973,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,59.72,202401,18,"25,800",-,6,개인,개인,1996,가야대로 635-20,-,중개거래,부산 부산진구,-
1974,부산광역시 부산진구 당감동,109-4,109,4,금호그랜드타운,75.93,202309,7,"22,400",-,14,-,-,2001,가야대로 635-12,-,중개거래,부산 부산진구,23.10.10
1975,부산광역시 부산진구 당감동,109-4,109,4,금호그랜드타운,37.72,202306,19,"14,300",-,6,-,-,2001,가야대로 635-12,-,중개거래,부산 부산진구,23.09.11
1976,부산광역시 부산진구 당감동,123,123,0,태화현대2,111.41,202403,24,"38,700",-,1,개인,개인,1996,가야대로 635-13,-,중개거래,부산 부산진구,-
1977,부산광역시 부산진구 당감동,123,123,0,태화현대2,111.41,202305,17,"48,500",201,17,-,-,1996,가야대로 635-13,-,중개거래,부산 부산진구,23.06.26
